jd G eG binepoch_G R eR binepoch_R c ec binepoch_c g eg binepoch_g i ei binepoch_i o eo binepoch_o r er binepoch_r
101.74094396666624 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.201 0.014 1 nan nan 0
101.74094396666624 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.192 0.011 1 nan nan 0
101.74094396666624 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.239 0.027 1 nan nan 0
101.74094396666624 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.159 0.016 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.171 0.014 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.177 0.014 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.188 0.013 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.133 0.023 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.275 0.049 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.283 0.044 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.283 0.042 1 nan nan 0
102.85857562505407 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.309 0.061 1 nan nan 0
103.86236505000852 nan nan 0 nan nan 0 nan nan 0 15.69300011788897 0.03218400105834007 1 nan nan 0 15.227 0.043 1 15.407199967143493 0.024096999317407608 1
103.86236505000852 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.419699730486856 0.041088998317718506 1
104.72421000013128 nan nan 0 nan nan 0 nan nan 0 15.722149092326179 0.126 1 nan nan 0 nan nan 0 nan nan 0
107.90374420001172 nan nan 0 nan nan 0 nan nan 0 15.708299984383162 0.049327000975608826 1 nan nan 0 nan nan 0 15.45059992241607 0.032561998814344406 1
109.0393048999055 nan nan 0 nan nan 0 nan nan 0 15.66771499287974 0.064 1 nan nan 0 15.273 0.009 1 15.393900369249355 0.03173499926924705 1
109.0393048999055 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.27 0.01 1 nan nan 0
109.0393048999055 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.289 0.01 1 nan nan 0
109.0393048999055 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.292 0.009 1 nan nan 0
109.93951389985159 nan nan 0 nan nan 0 nan nan 0 nan nan 0 14.98359995099252 0.048820000141859055 1 nan nan 0 nan nan 0
110.93944882000797 nan nan 0 nan nan 0 nan nan 0 15.631815915958375 0.0342298299074173 1 nan nan 0 15.326 0.01 1 15.427973956786063 0.02708466164767742 1
110.93944882000797 nan nan 0 nan nan 0 nan nan 0 15.63179984681832 0.03423000127077103 1 nan nan 0 15.351 0.011 1 15.428000810911078 0.02708500064909458 1
110.93944882000797 nan nan 0 nan nan 0 nan nan 0 15.64200055917602 0.04303300008177757 1 nan nan 0 15.337 0.011 1 nan nan 0
110.93944882000797 nan nan 0 nan nan 0 nan nan 0 15.641998778856276 0.0430331826210022 1 nan nan 0 15.35 0.01 1 nan nan 0
113.06487350002863 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.366 0.011 1 nan nan 0
113.06487350002863 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.371 0.01 1 nan nan 0
113.06487350002863 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.368 0.009 1 nan nan 0
113.06487350002863 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.381 0.009 1 nan nan 0
113.72322820004774 nan nan 0 nan nan 0 nan nan 0 15.775300394265102 0.02738299965858459 1 nan nan 0 15.383 0.009 1 15.525417426782967 0.02254977822303772 1
113.72322820004774 nan nan 0 nan nan 0 nan nan 0 15.775279520134777 0.027382988482713696 1 nan nan 0 15.37 0.009 1 15.525400133368915 0.022549999877810475 1
113.72322820004774 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.364 0.009 1 nan nan 0
113.72322820004774 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.397 0.011 1 nan nan 0
114.94192679999396 nan nan 0 nan nan 0 nan nan 0 15.855762734323513 0.064 1 nan nan 0 15.483 0.012 1 nan nan 0
114.94192679999396 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.479 0.012 1 nan nan 0
114.94192679999396 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.506 0.012 1 nan nan 0
114.94192679999396 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.478 0.011 1 nan nan 0
115.85099440012127 nan nan 0 nan nan 0 nan nan 0 15.956899762759745 0.063 1 nan nan 0 nan nan 0 15.592600234851707 0.025082999840378765 1
115.85099440012127 nan nan 0 nan nan 0 nan nan 0 15.826600359612458 0.039487998932600014 1 nan nan 0 nan nan 0 15.59264194491047 0.025082711130380627 1
115.85099440012127 nan nan 0 nan nan 0 nan nan 0 15.826572926432652 0.039487574249506 1 nan nan 0 nan nan 0 nan nan 0
117.89325809990987 nan nan 0 nan nan 0 nan nan 0 15.886379627943501 0.03926729038357734 1 nan nan 0 nan nan 0 15.668199803453005 0.028281999751925465 1
117.89325809990987 nan nan 0 nan nan 0 nan nan 0 15.886400521430508 0.03926699981093407 1 nan nan 0 nan nan 0 15.668224864154267 0.028282372280955315 1
117.89325809990987 nan nan 0 nan nan 0 nan nan 0 15.890099547696991 0.03447100147604942 1 nan nan 0 nan nan 0 15.668437058934574 0.03881173208355903 1
117.89325809990987 nan nan 0 nan nan 0 nan nan 0 15.89011686674218 0.034470681101083755 1 nan nan 0 nan nan 0 15.668400102579175 0.038812000304460526 1
119.00470025010873 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.593 0.011 1 nan nan 0
119.00470025010873 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.595 0.011 1 nan nan 0
119.00470025010873 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.599 0.012 1 nan nan 0
119.00470025010873 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.601 0.011 1 nan nan 0
119.79160105000483 nan nan 0 nan nan 0 15.787 0.012 1 15.899800827054085 0.03660599887371063 1 nan nan 0 nan nan 0 nan nan 0
119.79160105000483 nan nan 0 nan nan 0 15.844 0.011 1 15.899850241288467 0.036606207489967346 1 nan nan 0 nan nan 0 nan nan 0
119.79160105000483 nan nan 0 nan nan 0 15.816 0.011 1 15.899891379726988 0.030540853738784787 1 nan nan 0 nan nan 0 nan nan 0
119.79160105000483 nan nan 0 nan nan 0 15.829 0.011 1 15.899900912026638 0.030541000887751576 1 nan nan 0 nan nan 0 nan nan 0
121.01968174998183 nan nan 0 nan nan 0 15.76 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
121.01968174998183 nan nan 0 nan nan 0 15.794 0.012 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
121.01968174998183 nan nan 0 nan nan 0 15.8 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
121.01968174998183 nan nan 0 nan nan 0 15.764 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
122.972968259966 nan nan 0 nan nan 0 nan nan 0 15.868187107551748 0.030000785365700715 1 nan nan 0 15.561 0.011 1 15.684606603458635 0.020722480490803715 1
122.972968259966 nan nan 0 nan nan 0 nan nan 0 15.86820083211929 0.03000099956989288 1 nan nan 0 15.574 0.011 1 15.684600020108794 0.020721999928355217 1
122.972968259966 nan nan 0 nan nan 0 nan nan 0 15.865239617745075 0.03682481124997139 1 nan nan 0 15.557 0.012 1 nan nan 0
122.972968259966 nan nan 0 nan nan 0 nan nan 0 15.86520033841192 0.03682500123977661 1 nan nan 0 15.538 0.012 1 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.765 0.012 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.775 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.797 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.888 0.015 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.777 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
123.81978416660179 nan nan 0 nan nan 0 15.847 0.016 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
124.99085757129693 nan nan 0 nan nan 0 15.846 0.01 1 nan nan 0 15.367800128272116 0.041538998484611504 1 nan nan 0 15.68834614959521 0.027573561295866966 1
124.99085757129693 nan nan 0 nan nan 0 15.838 0.011 1 nan nan 0 15.367844794558467 0.04153862223029137 1 nan nan 0 15.688300252046592 0.02757400088012218 1
124.99085757129693 nan nan 0 nan nan 0 15.851 0.011 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
125.48844074993394 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.575 0.01 1 nan nan 0
125.48844074993394 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.602 0.01 1 nan nan 0
125.48844074993394 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.611 0.01 1 nan nan 0
125.48844074993394 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.608 0.011 1 nan nan 0
126.91888070001733 nan nan 0 nan nan 0 nan nan 0 15.981699991261841 0.031082000583410256 1 nan nan 0 15.65 0.011 1 nan nan 0
126.91888070001733 nan nan 0 nan nan 0 nan nan 0 15.981741105044739 0.031082406640052795 1 nan nan 0 15.68 0.011 1 nan nan 0
126.91888070001733 nan nan 0 nan nan 0 nan nan 0 15.951600195040172 0.04134099930524825 1 nan nan 0 15.639 0.013 1 nan nan 0
126.91888070001733 nan nan 0 nan nan 0 nan nan 0 15.951563889948774 0.04134100675582885 1 nan nan 0 15.651 0.012 1 nan nan 0
127.8976968000643 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.349800145491333 0.02875399962067604 1 nan nan 0 nan nan 0
127.8976968000643 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.349804276623724 0.028753722086548805 1 nan nan 0 nan nan 0
129.6747583554954 nan nan 0 nan nan 0 nan nan 0 16.053552743948114 0.029840087518095967 1 nan nan 0 15.727 0.012 1 15.869935258871015 0.02317329682409763 1
129.6747583554954 nan nan 0 nan nan 0 nan nan 0 16.053600427676948 0.02983999997377396 1 nan nan 0 15.716 0.013 1 15.86990012021076 0.023173000663518906 1
129.6747583554954 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.722 0.013 1 nan nan 0
129.6747583554954 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.698 0.013 1 nan nan 0
129.6747583554954 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.793 0.021 1 nan nan 0
130.90541624999605 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.821 0.02 1 nan nan 0
130.90541624999605 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.767 0.02 1 nan nan 0
130.90541624999605 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.834 0.021 1 nan nan 0
130.90541624999605 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.594 0.107 1 nan nan 0
131.53212099999655 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.769 0.019 1 nan nan 0
131.53212099999655 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.809 0.021 1 nan nan 0
131.53212099999655 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.772 0.019 1 nan nan 0
131.53212099999655 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.789 0.021 1 nan nan 0
137.07555125001818 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.753 0.016 1 nan nan 0
137.07555125001818 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.75 0.016 1 nan nan 0
137.07555125001818 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.766 0.015 1 nan nan 0
137.07555125001818 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.722 0.014 1 nan nan 0
137.50671200000215 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.734 0.015 1 nan nan 0
137.50671200000215 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.755 0.017 1 nan nan 0
137.50671200000215 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.742 0.018 1 nan nan 0
137.50671200000215 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.801 0.017 1 nan nan 0
138.9918460000772 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.788 0.012 1 nan nan 0
138.9918460000772 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.776 0.013 1 nan nan 0
138.9918460000772 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.79 0.012 1 nan nan 0
138.9918460000772 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.8 0.013 1 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.084579989160336 0.040110532194375985 1 nan nan 0 15.551 0.178 1 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.084600804803287 0.04011100158095359 1 nan nan 0 15.865 0.14 1 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.10615210337139 0.0316648930311203 1 nan nan 0 15.836 0.116 1 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.10619972734727 0.031665001064538956 1 nan nan 0 15.527 0.151 1 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.064483667224813 0.044600341469049454 1 nan nan 0 nan nan 0 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.064500987361278 0.04459999874234199 1 nan nan 0 nan nan 0 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.101400425392317 0.030592000111937523 1 nan nan 0 nan nan 0 nan nan 0
139.8215609168013 nan nan 0 nan nan 0 nan nan 0 16.10144451918702 0.03059245645999908 1 nan nan 0 nan nan 0 nan nan 0
140.92145240004174 nan nan 0 nan nan 0 nan nan 0 16.095810111040553 0.040968246757984154 1 nan nan 0 15.832 0.013 1 nan nan 0
140.92145240004174 nan nan 0 nan nan 0 nan nan 0 16.095800496517814 0.040968000888824456 1 nan nan 0 15.84 0.013 1 nan nan 0
140.92145240004174 nan nan 0 nan nan 0 nan nan 0 16.128599207960644 0.027371000498533245 1 nan nan 0 15.834 0.014 1 nan nan 0
140.92145240004174 nan nan 0 nan nan 0 nan nan 0 16.128587853553217 0.027371415868401524 1 nan nan 0 15.808 0.011 1 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.144819367627882 0.02734675258398056 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.144800298549775 0.027347000315785408 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.12669961682721 0.026518000289797783 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.12671332149792 0.0265184361487627 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.11086322885834 0.04023060202598571 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.11090141230691 0.040231000632047646 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.133300832372214 0.030169999226927754 1 nan nan 0 nan nan 0 nan nan 0
141.85851275001187 nan nan 0 nan nan 0 nan nan 0 16.13332581722235 0.030169554054737095 1 nan nan 0 nan nan 0 nan nan 0
142.8946551999543 nan nan 0 nan nan 0 16.122 0.016 1 nan nan 0 15.567847650242793 0.029154090210795396 1 nan nan 0 nan nan 0
142.8946551999543 nan nan 0 nan nan 0 16.123 0.017 1 nan nan 0 15.567799984664765 0.029154000803828236 1 nan nan 0 nan nan 0
142.8946551999543 nan nan 0 nan nan 0 16.103 0.015 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
142.8946551999543 nan nan 0 nan nan 0 16.115 0.015 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
143.75573695986532 nan nan 0 nan nan 0 nan nan 0 16.152200835591934 0.04842700064182281 1 nan nan 0 15.873 0.013 1 16.063491820721786 0.035531237721443176 1
143.75573695986532 nan nan 0 nan nan 0 nan nan 0 16.152191341458717 0.04842698946595191 1 nan nan 0 15.895 0.013 1 16.063499597910678 0.03553099930286407 1
143.75573695986532 nan nan 0 nan nan 0 nan nan 0 16.164600400761863 0.026682000607252118 1 nan nan 0 15.914 0.012 1 nan nan 0
143.75573695986532 nan nan 0 nan nan 0 nan nan 0 16.164589090357293 0.02668238431215286 1 nan nan 0 15.897 0.013 1 nan nan 0
144.926499000052 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.903 0.014 1 nan nan 0
144.926499000052 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.916 0.013 1 nan nan 0
144.926499000052 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.916 0.014 1 nan nan 0
144.926499000052 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.888 0.015 1 nan nan 0
146.9401972333435 nan nan 0 nan nan 0 16.125 0.113 1 16.105801004220403 0.029078999534249302 1 nan nan 0 nan nan 0 15.974900266188046 0.026879999786615368 1
146.9401972333435 nan nan 0 nan nan 0 15.792 0.078 1 16.105799184825727 0.02907854132354259 1 nan nan 0 nan nan 0 15.97492051534617 0.026880137622356415 1
148.88618797494564 nan nan 0 nan nan 0 nan nan 0 16.05299966940328 0.024529999122023582 1 nan nan 0 15.828 0.014 1 16.005234271563243 0.025076732039451596 1
148.88618797494564 nan nan 0 nan nan 0 nan nan 0 16.052988308470788 0.024529600515961644 1 nan nan 0 15.819 0.012 1 16.005199721213927 0.025077000260353085 1
148.88618797494564 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.833 0.013 1 nan nan 0
148.88618797494564 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.815 0.014 1 nan nan 0
149.67215769999893 nan nan 0 nan nan 0 16.017 0.014 1 16.084242038609123 0.033531758934259415 1 nan nan 0 nan nan 0 15.993661999532979 0.03589985519647598 1
149.67215769999893 nan nan 0 nan nan 0 16.035 0.012 1 16.084200322389584 0.033532001078128815 1 nan nan 0 nan nan 0 15.993700195792755 0.035900000482797616 1
149.67215769999893 nan nan 0 nan nan 0 16.028 0.012 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
149.67215769999893 nan nan 0 nan nan 0 16.06 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
150.87942390015814 nan nan 0 nan nan 0 16.138 0.014 1 16.110599738740937 0.032134998589754105 1 nan nan 0 nan nan 0 16.050987366278832 0.02867511473596096 1
150.87942390015814 nan nan 0 nan nan 0 16.084 0.012 1 16.110558012645363 0.032134588807821274 1 nan nan 0 nan nan 0 16.05100110885361 0.028674999251961705 1
150.87942390015814 nan nan 0 nan nan 0 16.128 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
150.87942390015814 nan nan 0 nan nan 0 16.105 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
151.72311055008322 nan nan 0 nan nan 0 nan nan 0 16.118000310119577 0.03455600142478943 1 nan nan 0 15.867 0.011 1 16.044437389178483 0.03705858439207077 1
151.72311055008322 nan nan 0 nan nan 0 nan nan 0 16.11801758538227 0.03455555066466331 1 nan nan 0 15.855 0.012 1 16.044399276049464 0.03705900162458419 1
151.72311055008322 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.868 0.015 1 nan nan 0
151.72311055008322 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.884 0.015 1 nan nan 0
152.83320025005378 nan nan 0 nan nan 0 nan nan 0 16.160957401022465 0.03355129435658455 1 nan nan 0 nan nan 0 16.060600431500177 0.030277000740170475 1
152.83320025005378 nan nan 0 nan nan 0 nan nan 0 16.160999727182926 0.03355100005865097 1 nan nan 0 nan nan 0 16.0606141023778 0.030276941135525703 1
153.4166636666438 nan nan 0 nan nan 0 16.13 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
153.4166636666438 nan nan 0 nan nan 0 16.105 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
153.4166636666438 nan nan 0 nan nan 0 16.095 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
153.4166636666438 nan nan 0 nan nan 0 16.057 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
153.4166636666438 nan nan 0 nan nan 0 16.135 0.014 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
153.4166636666438 nan nan 0 nan nan 0 16.153 0.013 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
155.00873024982866 nan nan 0 nan nan 0 16.245 0.014 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
155.00873024982866 nan nan 0 nan nan 0 16.217 0.015 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
155.00873024982866 nan nan 0 nan nan 0 16.193 0.014 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
155.00873024982866 nan nan 0 nan nan 0 16.191 0.015 1 nan nan 0 nan nan 0 nan nan 0 nan nan 0
155.80561484995997 nan nan 0 nan nan 0 nan nan 0 16.221910878354123 0.029590897262096398 1 nan nan 0 15.984 0.014 1 16.148384352467353 0.034723348915576935 1
155.80561484995997 nan nan 0 nan nan 0 nan nan 0 16.22190131708063 0.029590999707579606 1 nan nan 0 15.947 0.015 1 16.148399805315705 0.03472299873828888 1
155.80561484995997 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.816 0.014 1 nan nan 0
155.80561484995997 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.01 0.015 1 nan nan 0
156.51796660005735 nan nan 0 nan nan 0 nan nan 0 16.23270054572842 0.03564999997615814 1 nan nan 0 16.037 0.095 1 nan nan 0
156.51796660005735 nan nan 0 nan nan 0 nan nan 0 16.23274996697957 0.03565024957060814 1 nan nan 0 15.966 0.077 1 nan nan 0
156.51796660005735 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.02 0.036 1 nan nan 0
156.51796660005735 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.05 0.036 1 nan nan 0
157.65252717994153 nan nan 0 nan nan 0 nan nan 0 16.17370078184883 0.029126999899744984 1 15.67666245373061 0.0355069600045681 1 16.023 0.02 1 16.128820952372816 0.03418409079313278 1
157.65252717994153 nan nan 0 nan nan 0 nan nan 0 16.173694863832015 0.029126506298780438 1 15.676700032793974 0.03550700098276138 1 16.096 0.021 1 16.12879947793529 0.03418400138616562 1
157.65252717994153 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.016 0.017 1 nan nan 0
157.65252717994153 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.032 0.018 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 16.123129318305118 0.05649995431303977 1 nan nan 0 15.939 0.021 1 16.056257647515476 0.03527089208364487 1
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 16.123100664350012 0.056499999016523354 1 nan nan 0 15.969 0.021 1 16.056299366096262 0.03527100011706352 1
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.935 0.018 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.966 0.021 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.917 0.015 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.941 0.016 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.957 0.018 1 nan nan 0
158.81147349994475 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 15.968 0.021 1 nan nan 0
159.86218750011176 nan nan 0 nan nan 0 nan nan 0 16.112899894023887 0.03287500143051147 1 nan nan 0 nan nan 0 16.10314379584196 0.04187824204564094 1
159.86218750011176 nan nan 0 nan nan 0 nan nan 0 16.11294944283118 0.03287460654973983 1 nan nan 0 nan nan 0 16.103100338768776 0.04187799990177154 1
162.79453699989244 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.15270097730437 0.019186349585652348 1
162.79453699989244 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.15270097730437 0.019185999408364292 1
163.82855319976807 nan nan 0 nan nan 0 nan nan 0 16.181331994658464 0.032509196549654 1 nan nan 0 nan nan 0 nan nan 0
163.82855319976807 nan nan 0 nan nan 0 nan nan 0 16.18129927056892 0.03250899910926819 1 nan nan 0 nan nan 0 nan nan 0
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 16.24094024508051 0.03875629231333732 1 nan nan 0 16.105 0.024 1 16.193439515075916 0.02120925113558769 1
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 16.2409002940569 0.03875600174069404 1 nan nan 0 16.018 0.018 1 16.193399521056968 0.021208999678492546 1
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.09 0.018 1 nan nan 0
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.092 0.022 1 nan nan 0
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.077 0.019 1 nan nan 0
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.038 0.02 1 nan nan 0
164.88839772733098 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.032 0.065 1 nan nan 0
165.83457179996185 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.22030093464623 0.03116600029170513 1
165.83457179996185 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.220285434680548 0.0311664305627346 1
165.83457179996185 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.426800034770263 0.033950001001358025 1
165.83457179996185 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 nan nan 0 16.42680363475769 0.03395008295774459 1
166.86818032496376 nan nan 0 nan nan 0 nan nan 0 16.270386150580077 0.028635146096348763 1 nan nan 0 16.125 0.022 1 16.207599746445897 0.016217000782489773 1
166.86818032496376 nan nan 0 nan nan 0 nan nan 0 16.2703992067089 0.02863500081002712 1 nan nan 0 16.129 0.022 1 16.207556230178305 0.01621679402887821 1
