phase,L,eL
122.972968259966,1.6365808856899863e+42,1.6769358500056269e+41
122.972968259966,1.6366167158588718e+42,1.6931572640914692e+41
122.972968259966,1.651112679125824e+42,1.7081544590198573e+41
123.81978416660179,1.624652256838154e+42,1.6383901539817595e+41
123.81978416660179,1.609757355417374e+42,1.6212028417022844e+41
123.81978416660179,1.5774674919498748e+42,1.5886833950692135e+41
123.81978416660179,1.4506425707546665e+42,1.469763971009773e+41
123.81978416660179,1.6067948022354702e+42,1.6227289451885531e+41
123.81978416660179,1.5064697595019613e+42,1.5290427152495818e+41
124.99085757129693,1.5744305492086573e+42,1.637723974796548e+41
124.99085757129693,1.5781497439559224e+42,1.643174836199269e+41
124.99085757129693,1.5009299308114282e+42,1.5116016465702666e+41
125.48844074993394,1.442338226892304e+42,1.4508187351701783e+41
125.48844074993394,1.4069125833287257e+42,1.415184799641589e+41
125.48844074993394,1.3952984569678568e+42,1.4035023857647219e+41
125.48844074993394,1.399159140355543e+42,1.409107258745842e+41
126.91888070001733,1.4408869229665584e+42,1.478025997388435e+41
126.91888070001733,1.4225157972798358e+42,1.4591820519070051e+41
126.91888070001733,1.4693252927134605e+42,1.531955546831761e+41
126.91888070001733,1.4618786686522946e+42,1.5219640479164268e+41
127.8976968000643,1.3795796677079685e+42,1.4452778270479985e+41
127.8976968000643,1.3795744185365934e+42,1.4452710884970484e+41
129.6747583554954,1.3254793200565461e+42,1.361693035052691e+41
129.6747583554954,1.329728284540559e+42,1.367168435205641e+41
129.6747583554954,1.2596999553208977e+42,1.2721920539623356e+41
129.6747583554954,1.2878554315547963e+42,1.3006267403247452e+41
129.6747583554954,1.1799595347054167e+42,1.2102562370497727e+41
130.90541624999605,1.149918640206041e+42,1.1767302579212265e+41
130.90541624999605,1.2085569326554626e+42,1.2367357666463521e+41
130.90541624999605,1.1362322555863518e+42,1.1654062140392154e+41
130.90541624999605,1.4173173839694896e+42,2.172840685813483e+41
131.53212099999655,1.206332737701915e+42,1.231745590811063e+41
131.53212099999655,1.1626985047448705e+42,1.1925520119867757e+41
131.53212099999655,1.2030041179429897e+42,1.2283468496649398e+41
131.53212099999655,1.1843146838365234e+42,1.2147232092163392e+41
137.07555125001818,1.3680991485620358e+42,1.3885987578930971e+41
137.07555125001818,1.3718845735578028e+42,1.3924409037293433e+41
137.07555125001818,1.3518159694827475e+42,1.3696347035698612e+41
137.07555125001818,1.4077241871605408e+42,1.423901819999567e+41
137.50671200000215,1.392251109362189e+42,1.4106028324223228e+41
137.50671200000215,1.3655813365004269e+42,1.3886589455971441e+41
137.50671200000215,1.3820303250843373e+42,1.4081881480530264e+41
137.50671200000215,1.3089334689904762e+42,1.3310537588066682e+41
138.9918460000772,1.3247001107224876e+42,1.3359016424906742e+41
138.9918460000772,1.3394224461796914e+42,1.3527051308773903e+41
138.9918460000772,1.3222621690570068e+42,1.3334430858340767e+41
138.9918460000772,1.3101395966248818e+42,1.323131891342335e+41
139.8215609168013,1.4934747432521266e+42,2.3149637451756665e+41
139.8215609168013,1.2865405316169973e+42,1.799542955263077e+41
139.8215609168013,1.2900838182577236e+42,1.653581461685834e+41
139.8215609168013,1.4986896783866326e+42,2.1108702259226797e+41
139.8215609168013,1.3641166188608172e+42,1.5157074919960889e+41
139.8215609168013,1.3640948580524015e+42,1.5156810997407298e+41
139.8215609168013,1.3185141552792155e+42,1.3893762370506717e+41
139.8215609168013,1.318460609020296e+42,1.3893218731569288e+41
140.92145240004174,1.2987048706853906e+42,1.3533208204067148e+41
140.92145240004174,1.2940414124447027e+42,1.3484607584744107e+41
140.92145240004174,1.277821219773244e+42,1.3096671176094149e+41
140.92145240004174,1.2932146966068154e+42,1.3209873529574757e+41
141.85851275001187,1.220766234481603e+42,1.2734648853319305e+41
141.85851275001187,1.2207876753168652e+42,1.2734881867855714e+41
141.85851275001187,1.2413104422828712e+42,1.2917597015609264e+41
141.85851275001187,1.2412947739801833e+42,1.2917450224784317e+41
141.85851275001187,1.2595487000328094e+42,1.3745164746922753e+41
141.85851275001187,1.2595044046808437e+42,1.3744703190588677e+41
141.85851275001187,1.2337862405954973e+42,1.29832307265091e+41
141.85851275001187,1.2337578491598005e+42,1.29829133896659e+41
142.8946551999543,1.1532470864296276e+42,1.18740580493986e+41
142.8946551999543,1.1527493354980654e+42,1.188399303065286e+41
142.8946551999543,1.157190481179628e+42,1.172443792235103e+41
142.8946551999543,1.1444711583846462e+42,1.1595568118330441e+41
143.75573695986532,1.1811577387104442e+42,1.2518005081905837e+41
143.75573695986532,1.173206972962692e+42,1.2433738713944828e+41
143.75573695986532,1.1719463867977859e+42,1.197519438317793e+41
143.75573695986532,1.1809884512194919e+42,1.2080938232255538e+41
144.926499000052,1.1568273843046156e+42,1.1701216992365483e+41
144.926499000052,1.1430587714944556e+42,1.1543941715364697e+41
144.926499000052,1.1430587714944556e+42,1.1561948568777473e+41
144.926499000052,1.1729204562784313e+42,1.1883811093462883e+41
146.9401972333435,1.212740712957968e+42,1.4215955345964956e+41
146.9401972333435,1.348410143549184e+42,1.498591215680952e+41
148.88618797494564,1.2575787302692159e+42,1.2904853532919456e+41
148.88618797494564,1.2610354163356135e+42,1.2920143822174747e+41
148.88618797494564,1.2338676010322467e+42,1.2461035273077562e+41
148.88618797494564,1.2544939195206285e+42,1.2689106228875937e+41
149.67215769999893,1.3318489746391698e+42,1.3912675411297627e+41
149.67215769999893,1.3246278665339057e+42,1.3809825319138627e+41
149.67215769999893,1.304234395295123e+42,1.3152628710186526e+41
149.67215769999893,1.2663555242676857e+42,1.2789136243592681e+41
150.87942390015814,1.2512335780808404e+42,1.2963042370864385e+41
150.87942390015814,1.2712769253905701e+42,1.314693058286955e+41
150.87942390015814,1.1894759055699526e+42,1.2012716115880643e+41
150.87942390015814,1.2149422897061066e+42,1.2269905388646111e+41
151.72311055008322,1.3139618050244854e+42,1.3714638058525902e+41
151.72311055008322,1.31903546272131e+42,1.3781351793211054e+41
151.72311055008322,1.3658224865513858e+42,1.3838258451796846e+41
151.72311055008322,1.345842561674527e+42,1.3635825582946101e+41
152.83320025005378,1.2536076566314302e+42,1.326766484488847e+41
152.83320025005378,1.2535762692782352e+42,1.3267324765280897e+41
153.4166636666438,1.1872868268140851e+42,1.1990608243391253e+41
153.4166636666438,1.2149422897061063e+42,1.2269905388646108e+41
153.4166636666438,1.2261840123025043e+42,1.238343742537896e+41
153.4166636666438,1.2698594324896371e+42,1.2824522798771564e+41
153.4166636666438,1.1818317393608432e+42,1.1954134055219199e+41
153.4166636666438,1.1624001283530773e+42,1.1739273313214283e+41
155.00873024982866,1.0679616293017365e+42,1.0802346947804654e+41
155.00873024982866,1.0958614489180956e+42,1.1103063616838934e+41
155.00873024982866,1.1203549807709224e+42,1.1332301531190262e+41
155.00873024982866,1.1224206528832114e+42,1.1372156513142945e+41
155.80561484995997,1.1890629705133668e+42,1.2359226407648691e+41
155.80561484995997,1.2032435633254996e+42,1.2518568149552918e+41
155.80561484995997,1.4328286557048524e+42,1.4492947902819556e+41
155.80561484995997,1.1983791891991849e+42,1.214175422258957e+41
156.51796660005735,1.0792573781700856e+42,1.3232638299725055e+41
156.51796660005735,1.1159626816196075e+42,1.3081851781060723e+41
156.51796660005735,1.104169748398558e+42,1.1855563304720831e+41
156.51796660005735,1.074078057333206e+42,1.1532466290979236e+41
157.65252717994153,1.1253301741587356e+42,1.1824350020041374e+41
157.65252717994153,1.1074277629016676e+42,1.164550226867329e+41
157.65252717994153,1.1082451626639595e+42,1.12697392525296e+41
157.65252717994153,1.092033205902958e+42,1.112702225068074e+41
158.81147349994475,1.2060001690828836e+42,1.3026209373905939e+41
158.81147349994475,1.195187173360525e+42,1.2909418897636127e+41
158.81147349994475,1.194086653914302e+42,1.216687248659181e+41
158.81147349994475,1.1604751480647439e+42,1.1902715682849658e+41
158.81147349994475,1.2140479622473493e+42,1.2300507305950002e+41
158.81147349994475,1.1875060867306218e+42,1.2052996880802183e+41
158.81147349994475,1.170134662085534e+42,1.1922819151412818e+41
158.81147349994475,1.1583394415057086e+42,1.1880810252133121e+41
159.86218750011176,1.193494475879511e+42,1.2880692128161263e+41
159.86218750011176,1.1934910001638154e+42,1.2880639089883932e+41
162.79453699989244,1.172618869696719e+42,1.1978033162231924e+41
162.79453699989244,1.172618869696719e+42,1.1978024065939227e+41
163.82855319976807,1.2376670933619454e+42,1.3125365949348148e+41
163.82855319976807,1.2377043972106834e+42,1.3125752718772223e+41
164.88839772733098,1.1149171425516784e+42,1.1652824704778449e+41
164.88839772733098,1.144197790886061e+42,1.1888956376969959e+41
164.88839772733098,1.0665304991243328e+42,1.0867168260669773e+41
164.88839772733098,1.0645676857145068e+42,1.094530266993546e+41
164.88839772733098,1.0793772974332817e+42,1.1021156811741357e+41
164.88839772733098,1.1188536404807875e+42,1.1449409435637598e+41
164.88839772733098,1.1250537700061516e+42,1.3771204161984998e+41
165.83457179996185,1.0754962426045773e+42,1.1354291704769934e+41
165.83457179996185,1.0755115964941968e+42,1.1354469911749959e+41
165.83457179996185,8.89220072244951e+41,9.477340259653001e+40
165.83457179996185,8.892171238531058e+41,9.477311573457247e+40
166.86818032496376,1.0658209776988926e+42,1.096587516926878e+41
166.86818032496376,1.064599895010082e+42,1.0953308667164537e+41
166.86818032496376,9.662979630077046e+41,9.911086797315717e+40
166.86818032496376,9.565574622014146e+41,1.1590154345377949e+41
167.8144039500039,1.0143938411974012e+42,1.051544420849059e+41
167.8144039500039,1.0144241073695503e+42,1.051576006314869e+41
168.9107502499828,9.399636608570842e+41,9.577544448879628e+40
168.9107502499828,9.399636608570842e+41,9.558485542358773e+40
168.9107502499828,9.373700301643095e+41,9.551117242937031e+40
168.9107502499828,9.469151478340802e+41,9.629175177005846e+40
170.86647839991687,1.0832184217813304e+42,1.1051166223930851e+41
170.86647839991687,1.1067113484350136e+42,1.1315261586575825e+41
170.86647839991687,1.0552378562776456e+42,1.0657023604122367e+41
170.86647839991687,1.0748561927530956e+42,1.0909618471288546e+41
171.73229219997302,1.0738113463635822e+42,1.1116192710275974e+41
171.73229219997302,1.1029183432557779e+42,1.1397118829421211e+41
171.73229219997302,1.0898094278300504e+42,1.1041745669011352e+41
171.73229219997302,1.0571839487881174e+42,1.0750498036159072e+41
172.85051339995115,1.0834747589573879e+42,1.1273831737925173e+41
172.85051339995115,1.0898226730012594e+42,1.1339881501779163e+41
172.85051339995115,1.0818089263465795e+42,1.0980187605419072e+41
172.85051339995115,1.0455638532921661e+42,1.0593457767887792e+41
173.52043846668676,1.0889335021379475e+42,1.1406355616348016e+41
173.52043846668676,1.0939393699427995e+42,1.1441242340906417e+41
173.52043846668676,1.0709035616848336e+42,1.0869499898028947e+41
173.52043846668676,1.024590590107236e+42,1.1355547566543505e+41
174.84694247500738,1.0518243337271663e+42,1.0913192625200946e+41
174.84694247500738,1.0468140356783119e+42,1.0871366092569504e+41
174.84694247500738,1.0081470628787298e+42,1.0214357832664718e+41
174.84694247500738,1.0259445509986727e+42,1.0394678659727986e+41
175.6795097499853,1.0275986006983265e+42,1.0411437182494528e+41
175.6795097499853,1.0172401756764074e+42,1.0324825111600194e+41
175.6795097499853,1.0209947388939778e+42,1.032728058650116e+41
175.6795097499853,1.0209947388939778e+42,1.038249015035729e+41
176.85750959992097,9.838058649457527e+41,1.022830846025024e+41
176.85750959992097,1.0118723495697375e+42,1.0505210952379639e+41
176.85750959992097,9.696689835386136e+41,9.841985118727858e+40
176.85750959992097,9.986734500276009e+41,1.0175754399732684e+41
177.54263516678475,9.967390740488541e+41,1.0365592856439912e+41
177.54263516678475,9.72937670597543e+41,1.0089574215562668e+41
177.54263516678475,9.842918501284577e+41,9.990404876205495e+40
177.54263516678475,9.126912546987402e+41,9.695325602742404e+40
