phase,L1,L2,L3
161.16032064128256707,1.0286044236031864957e+42,1.7751017880836060439e+41,1.1232522759090260443e+42
163.16232464929859702,1.0102634141052443605e+42,1.711269507551384283e+41,1.1016078257365816975e+42
165.16432865731462698,9.922472665658387863e+41,1.65002637340709908845e+41,1.0804223476687961898e+42
167.16633266533065694,9.745496650309414428e+41,1.5912570050620795284e+41,1.0596842241221963214e+42
169.16833667334671532,9.571643830824287507e+41,1.5348514061387988863e+41,1.0393819688876869466e+42
171.17034068136274527,9.400852848310676736e+41,1.4807047328239171848e+41,1.01950426949753185735e+42
173.17234468937877523,9.233063259148612195e+41,1.4287170647105915102e+41,1.0000400199817469664e+42
175.17434869739480519,9.068215527213409832e+41,1.3787931674835621308e+41,9.809783430893961333e+41
177.17635270541083514,8.906251059298772592e+41,1.3308422914920871872e+41,9.6230861166409851936e+41
179.1783567134268651,8.7471122027173459706e+41,1.2847779493925211668e+41,9.4402045922733591354e+41
181.18036072144289506,8.5907422729294626714e+41,1.240517721241309988e+41,9.261037900990700629e+41
