phase,L1,L2,L3
183.18236472945892501,8.4370855774923729056e+41,1.1979830634288176664e+41,9.085487853198635488e+41
185.18436873747495497,8.2860874221729329264e+41,1.1570991138783390201e+41,8.913459033215909533e+41
187.18637274549098493,8.137694152480605687e+41,1.1177945272264973768e+41,8.744858830837623074e+41
189.18837675350701488,7.991853158068545793e+41,1.080001294735389589e+41,8.579597407020773085e+41
191.19038076152304484,7.8485129019695554506e+41,1.0436545877089608733e+41,8.4175876805072901934e+41
193.19238476953910322,7.707622942691169429e+41,1.0086926043840580518e+41,8.258745296726873048e+41
195.19438877755513317,7.569133938434444116e+41,9.750564151109103488e+40,8.102988568692370496e+41
197.19639278557116313,7.432997680134536287e+41,9.426898318238226084e+40,7.95023845252650608e+41
199.19839679358719309,7.299167088675982608e+41,9.115392657294212115e+40,7.800418476289137665e+41
201.20040080160322304,7.167596233027568702e+41,8.815536045150177477e+40,7.653454696559335098e+41
203.202404809619253,7.0382403392670721424e+41,8.52684092152451274e+40,7.509275645145688185e+41
205.20440881763528296,6.9110557827437113103e+41,8.2488420790884011655e+40,7.3678122573615389645e+41
207.20641282565131291,6.786000104474967114e+41,7.9810956473715797815e+40,7.228997833842650765e+41
209.20841683366734287,6.663031994175039389e+41,7.7231779821619559755e+40,7.092767964036703703e+41
211.21042084168337283,6.5421112919972616943e+41,7.4746847147380393776e+40,6.9590604766633837974e+41
213.21242484969940278,6.42319898080043388e+41,7.235229818025785965e+40,6.8278153818100703085e+41
215.21442885771543274,6.3062571636677602115e+41,7.0044446689621064576e+40,6.69897479845926982e+41
217.2164328657314627,6.1912490628890071924e+41,6.781977264399706238e+40,6.5724829115370284696e+41
219.21843687374752108,6.078138988874543513e+41,6.5674913593221124945e+40,6.4482858953200498313e+41
221.22044088176355103,5.9668923269127683684e+41,6.3606657352170496107e+40,6.3263318614400774867e+41
223.22244488977958099,5.8574755151529431382e+41,6.1611934777934894487e+40,6.2065707987410937147e+41
225.22444889779561095,5.7498560105132398124e+41,5.968781252808467909e+40,6.0889545010792222378e+41
227.2264529058116409,5.644002274472275908e+41,5.783148703255932753e+40,5.9734365210066206815e+41
229.22845691382767086,5.539883732324914521e+41,5.604027781733640135e+40,5.8599720936751166032e+41
231.23046092184370082,5.437470750079486501e+41,5.4311621887380283467e+40,5.7485180834750351596e+41
233.23246492985973077,5.3367346037078873483e+41,5.2643068145216487794e+40,5.6390329230241569956e+41
235.23446893787576073,5.2376474389808499854e+41,5.1032271799942415503e+40,5.5314765425112287324e+41
237.23647294589179069,5.1401822501427856917e+41,4.947698973595775078e+40,5.42581032231931724e+41
239.23847695390782064,5.044312835291910099e+41,4.797507533598184078e+40,5.3219970194828483448e+41
241.2404809619238506,4.9500137693780411143e+41,4.6524474168054626177e+40,5.2200007157084728195e+41
