|     name |                                        realimg | flt |            obstime | camera |    exptime | bitpix |   NX |   NY | flt2int | fixbad | rmCR |               fwhm |                bkg | airmass | nstar | template |   x |   y | instmag | instmagerr | relmag | relmagerr | magzpt | magzpterr | calmag | calmagerr | drop |          geotranfac | fwhmconv | convon | xsub | ysub | fitsky | magap1 | magerrap1 | mskyap1 | magap2 | magerrap2 | mskyap2 |  mag1 | magerr1 |  mag2 | magerr2 | magfit1 | magerrfit1 | mskyfit1 | magfit2 | magerrfit2 | mskyfit2 | magdiff |
| 178.fits | SN2022jli_20221130_022520_U_200_NM_32_C005.fts |  up | 2459913.6009390047 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               4.26 |             270.95 |     0.0 |   371 |        0 | 0.0 | 0.0 |  20.921 |      0.118 |  99.99 |     99.99 |  99.99 |     99.99 | 18.396 |     0.118 |    0 |  0.9712511806699322 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 164.fits | SN2022jli_20221130_022849_U_200_NM_32_C006.fts |  up |  2459913.603362847 |      ? |      200.0 |    -64 | 1024 | 1024 |       0 |      0 |    0 |               4.63 |             270.77 |     0.0 |   207 |        0 | 0.0 | 0.0 |  21.122 |      0.144 |  99.99 |     99.99 |  99.99 |     99.99 | 18.597 |     0.144 |    0 |   0.972622557043863 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 146.fits | SN2022jli_20221201_021115_U_200_NM_32_C001.fts |  up |  2459914.591246412 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 | 4.0734374291240965 |   706.364096037433 |     0.0 |    28 |        0 | 0.0 | 0.0 |  20.834 |      0.154 |  99.99 |     99.99 |  99.99 |     99.99 | 18.309 |     0.154 |    0 |   0.971816097035884 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 190.fits | SN2022jli_20221201_021451_U_200_NM_32_C002.fts |  up | 2459914.5936641204 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  4.845082828769104 |  704.4556033118308 |     0.0 |    23 |        0 | 0.0 | 0.0 |  20.496 |      0.161 |  99.99 |     99.99 |  99.99 |     99.99 | 17.971 |     0.161 |    0 |  0.9718090932192401 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 061.fits | SN2022jli_20221201_021821_U_200_NM_32_C003.fts |  up |  2459914.596147801 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 | 3.7247212030305006 |  703.6035651959202 |     0.0 |    23 |        0 | 0.0 | 0.0 |  21.091 |      0.176 |  99.99 |     99.99 |  99.99 |     99.99 | 18.566 |     0.176 |    0 |  0.9718376889948547 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 004.fits | SN2022jli_20221201_022155_U_200_NM_32_C004.fts |  up | 2459914.5985680553 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 | 3.6200877594255685 |  702.0911597138086 |     0.0 |    25 |        0 | 0.0 | 0.0 |  20.832 |      0.139 |  99.99 |     99.99 |  99.99 |     99.99 | 18.307 |     0.139 |    0 |  0.9718112814288883 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 051.fits | SN2022jli_20221201_022524_U_200_NM_32_C005.fts |  up | 2459914.6010488425 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  3.921330453445025 |  704.0002925542061 |     0.0 |    24 |        0 | 0.0 | 0.0 |  21.045 |      0.166 |  99.99 |     99.99 |  99.99 |     99.99 |  18.52 |     0.166 |    0 |  0.9718292729089905 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 021.fits | SN2022jli_20221201_022859_U_200_NM_32_C006.fts |  up | 2459914.6034755786 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  4.011615532904773 |  698.5961055978768 |     0.0 |    23 |        0 | 0.0 | 0.0 |  20.746 |      0.134 |  99.99 |     99.99 |  99.99 |     99.99 | 18.221 |     0.134 |    0 |  0.9717951850493121 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 151.fits | SN2022jli_20221201_045351_U_200_NM_32_C001.fts |  up | 2459914.7041605324 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  5.322175286600644 |  668.1488002568052 |     0.0 |    20 |        0 | 0.0 | 0.0 |   20.55 |       0.16 |  99.99 |     99.99 |  99.99 |     99.99 | 18.025 |      0.16 |    0 |  0.9720830104843138 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
| 129.fits | SN2022jli_20221201_045728_U_200_NM_32_C002.fts |  up | 2459914.7065828703 |      ? |      200.0 |     32 | 1024 | 1024 |       0 |      0 |    0 |  5.800046303128926 |   661.435051829733 |     0.0 |    20 |        0 | 0.0 | 0.0 |   20.23 |      0.137 |  99.99 |     99.99 |  99.99 |     99.99 | 17.705 |     0.137 |    0 |  0.9717987916723795 |      0.0 |      ? |  0.0 |  0.0 |      ? |  99.99 |     99.99 |     0.0 |  99.99 |     99.99 |     0.0 | 99.99 |   99.99 | 99.99 |   99.99 |   99.99 |      99.99 |      0.0 |   99.99 |      99.99 |      0.0 |   99.99 |
