"obj_id","ra","dec","filter","mjd","snr","instrument_id","instrument_name","ra_unc","dec_unc","origin","id","altdata","annotations","mag","magerr","magsys","limiting_mag","Delete"
"ZTF22aapubuy","8.6904012","-8.3867058","ztfg","59769.42150459997","40.12933541187361","1","ZTF","","","None","242581710","","","15.314892104920366","0.02705592289566993","ab","17.576122012518702",""
"ZTF22aapubuy","8.6904012","-8.3867058","ztfg","59769.42150459997","40.129335411873605","1","ZTF","","","None","242583813","","","15.314891815185547","0.027055922895669934","ab","20.26885986328125",""
"ZTF22aapubuy","8.6903952","-8.3867157","ztfg","59770.40851850016","39.932503639064244","1","ZTF","","","None","242998696","","","15.267133297160518","0.02718928456306457","ab","17.523024636095315",""
"ZTF22aapubuy","8.6903952","-8.3867157","ztfg","59770.40851850016","39.932503639064244","1","ZTF","","","None","243090979","","","15.267132759094238","0.027189284563064575","ab","20.101512908935547",""
"ZTF22aapubuy","8.6903952","-8.3867157","ztfg","59770.40851850016","39.93292219631383","1","ZTF","","","None","243379973","","","15.267100430636065","0.02718899957835674","ab","17.52300314978339",""
"ZTF22aapubuy","","","ztfg","59770.442858799826","","1","ZTF","","","None","243379974","","","","","ab","20.40760040283203",""
"ZTF22aapubuy","","","ztfg","59770.442858799826","","1","ZTF","","","None","243415147","","","","","ab","20.40760040283203",""
"ZTF22aapubuy","8.6903992","-8.3866977","ztfg","59771.45887729991","32.521719996165665","1","ZTF","","","None","243379975","","","15.303903920326226","0.033384956419467926","ab","17.3369126753068",""
"ZTF22aapubuy","8.6903992","-8.3866977","ztfg","59771.45887729991","32.521719996165665","1","ZTF","","","None","243415148","","","15.303903579711914","0.033384956419467926","ab","20.61717987060547",""
"ZTF22aapubuy","8.6903992","-8.3866977","ztfg","59771.45887729991","32.52167644864053","1","ZTF","","","None","243735006","","","15.30389976702371","0.0333850011229515","ab","17.33690706817108",""
"ZTF22aapubuy","8.6903738","-8.3866941","ztfr","59772.42067130003","40.19037271197403","1","ZTF","","","None","243735007","","","14.796900340452765","0.027014832943677902","ab","17.059780413891207",""
"ZTF22aapubuy","8.6903738","-8.3866941","ztfr","59772.42067130003","40.19012331585688","1","ZTF","","","None","244408746","","","14.796900340452765","0.027015000581741333","ab","17.05977367647586",""
"ZTF22aapubuy","8.6903738","-8.3866941","ztfr","59772.42067130003","40.19037271197403","1","ZTF","","","None","243811453","","","14.796899795532227","0.027014832943677902","ab","19.56024932861328",""
"ZTF22aapubuy","8.6903865","-8.3866991","ztfr","59774.425763899926","44.156382056433465","1","ZTF","","","None","244408747","","","14.854422908000323","0.024588432163000107","ab","17.21948160304742",""
"ZTF22aapubuy","8.6903865","-8.3866991","ztfr","59774.425763899926","44.156382056433465","1","ZTF","","","None","244416907","","","14.854422569274902","0.024588432163000107","ab","19.22920799255371",""
"ZTF22aapubuy","8.6903865","-8.3866991","ztfr","59774.425763899926","44.15715810408327","1","ZTF","","","None","244408803","","","14.854399668313517","0.024588000029325482","ab","17.219477444987927",""
"ZTF22aapubuy","8.6903837","-8.3866948","ztfr","59774.42671300005","44.961743688208244","1","ZTF","","","None","244419211","","","14.86979972957649","0.024148000404238697","ab","17.254482582539012",""
"ZTF22aapubuy","8.6903837","-8.3866948","ztfr","59774.42671300005","44.96114718225562","1","ZTF","","","None","244416908","","","14.869796752929688","0.02414832077920437","ab","19.27525520324707",""
"ZTF22aapubuy","8.6903837","-8.3866948","ztfr","59774.42671300005","44.96114718225563","1","ZTF","","","None","244408804","","","14.86979675077543","0.024148320779204365","ab","17.254465199216416",""
"ZTF22aapubuy","8.6903829","-8.3866917","ztfr","59774.4579977002","37.04957035414431","1","ZTF","","","None","244419212","","","14.880449341014014","0.02930496074259281","ab","17.054982270280405",""
"ZTF22aapubuy","8.6903829","-8.3866917","ztfr","59774.4579977002","37.04957035414431","1","ZTF","","","None","244456190","","","14.880449295043945","0.02930496074259281","ab","19.48723602294922",""
"ZTF22aapubuy","8.6903829","-8.3866917","ztfr","59774.4579977002","37.04952090134583","1","ZTF","","","None","245162927","","","14.880399838177206","0.02930499985814094","ab","17.05493131823031",""
"ZTF22aapubuy","8.6903757","-8.3866923","ztfr","59776.41493060021","43.29609576447969","1","ZTF","","","None","245592806","","","14.909000541693475","0.025077000260353085","ab","17.25269736963579",""
"ZTF22aapubuy","8.6903757","-8.3866923","ztfr","59776.41493060021","43.296716443136575","1","ZTF","","","None","245580844","","","14.908978453709985","0.025076640769839283","ab","17.252690846299572",""
"ZTF22aapubuy","8.6903828","-8.3866873","ztfr","59776.44648149982","26.53404835067047","1","ZTF","","","None","245605546","","","14.927916655283143","0.04091860353946685","ab","16.740000434893265",""
"ZTF22aapubuy","8.6903828","-8.3866873","ztfr","59776.44648149982","26.53379228903915","1","ZTF","","","None","249718405","","","14.927900600823769","0.040918998420238495","ab","16.73997390269896",""
"ZTF22aapubuy","","","sdssr","59779.45334349992","15.22815278946593","2","SEDM","","","SEDM_FPIPE_SDSS","247959200","","","15.061836894037125","0.07129795844373109","ab","16.271029947184545",""
"ZTF22aapubuy","","","sdssr","59779.45334349992","15.04473525982626","2","SEDM","","","SEDM_FPIPE_SDSS","417394957","","","15.059836894037124","0.07216718579670559","ab","16.25587325800212",""
"ZTF22aapubuy","","","sdssr","59779.4797100001","29.01082767641576","2","SEDM","","","SEDM_FPIPE_SDSS","417394958","","","15.068151489177637","0.03742520609437057","ab","16.97712677674657",""
"ZTF22aapubuy","","","sdssr","59779.4797100001","28.873138759535486","2","SEDM","","","SEDM_FPIPE_SDSS","247985554","","","15.06559365297265","0.037603677722760916","ab","16.969403637152272",""
"ZTF22aapubuy","","","sdssi","59779.48172330018","18.454884801840397","2","SEDM","","","SEDM_FPIPE_SDSS","247987669","","","15.457601402368034","0.05883191449939885","ab","16.875454738050053",""
"ZTF22aapubuy","8.6904004","-8.3866969","ztfg","59780.42166669993","23.506889038240512","1","ZTF","","","None","249718406","","","15.48970062578733","0.046188000589609146","ab","17.170263508163302",""
"ZTF22aapubuy","8.6904004","-8.3866969","ztfg","59780.42166669993","23.5070767384591","1","ZTF","","","None","250233304","","","15.489687445046323","0.04618763178586959","ab","17.17025899688549",""
"ZTF22aapubuy","8.6903944","-8.3866929","ztfg","59780.42309030006","46.72142477134969","1","ZTF","","","None","250288929","","","15.523116153036248","0.02323850803077221","ab","17.949481337522357",""
"ZTF22aapubuy","8.6903944","-8.3866929","ztfg","59780.42309030006","46.72043614382161","1","ZTF","","","None","249718407","","","15.523100078201143","0.023238999769091603","ab","17.949442288215433",""
"ZTF22aapubuy","8.6903941","-8.3867025","ztfg","59780.45723380009","24.834607973330293","1","ZTF","","","None","250296179","","","15.48840177404473","0.04371867701411247","ab","17.228620035280706",""
"ZTF22aapubuy","8.6903941","-8.3867025","ztfg","59780.45723380009","24.834423867962013","1","ZTF","","","None","249718408","","","15.488400629257299","0.04371900111436844","ab","17.22861084162031",""
"ZTF22aapubuy","8.6903936","-8.3866804","ztfg","59780.46056709997","28.03216866770708","1","ZTF","","","None","250058398","","","15.531331434684857","0.03873179480433465","ab","17.40304816788745",""
"ZTF22aapubuy","8.6903936","-8.3866804","ztfg","59780.46056709997","28.03202037848436","1","ZTF","","","None","251097667","","","15.531299874720228","0.038731999695301056","ab","17.403010864399885",""
"ZTF22aapubuy","8.6903963","-8.3867368","ztfg","59783.42190970015","37.44607124669525","1","ZTF","","","None","252511746","","","15.470519212296628","0.028994662687182426","ab","17.656609849643758",""
"ZTF22aapubuy","8.6903963","-8.3867368","ztfg","59783.42190970015","37.44563584326181","1","ZTF","","","None","252350569","","","15.470500181588202","0.028994999825954434","ab","17.65657819448625",""
"ZTF22aapubuy","8.6903993","-8.3867096","ztfg","59783.42285879981","32.736424213147565","1","ZTF","","","None","252350570","","","15.467500206973675","0.03316599875688552","ab","17.507653295757677",""
