Wavelength(nm)	T%
353		84.0251236
352.5		83.95664978
352		83.81155396
351.5		83.67749786
351		83.52752686
350.5		83.3737793
350		83.23171234
349.5		83.06681824
349		82.88521576
348.5		82.73485565
348		82.56256866
347.5		82.39842987
347		82.23513794
346.5		82.06647491
346		81.86209106
345.5		81.70341492
345		81.52755737
344.5		81.34063721
344		81.15492249
343.5		80.97554016
343		80.78601074
342.5		80.59099579
342		80.3945694
341.5		80.17472839
341		79.95730591
340.5		79.7230835
340		79.48543549
339.5		79.25326538
339		78.97200775
338.5		78.70251465
338		78.41457367
337.5		78.1065979
337		77.78829956
336.5		77.42919159
336		77.0683136
335.5		76.66519165
335		76.24514008
334.5		75.79714966
334		75.3214035
333.5		74.84246826
333		74.32726288
332.5		73.8312149
332		73.27628326
331.5		72.73851013
331		72.17928314
330.5		71.61707306
330		71.05643463
329.5		70.44895172
329		69.85232544
328.5		69.23678589
328		68.57108307
327.5		67.90500641
327		67.21456909
326.5		66.49774933
326		65.76467896
325.5		65.00233459
325		64.21704102
324.5		63.40070343
324		62.56729507
323.5		61.68772507
323		60.77059555
322.5		59.80823135
322		58.7941246
321.5		57.69420242
321		56.54862595
320.5		55.38121414
320		54.10676575
319.5		52.81436539
319		51.51501465
318.5		50.22625732
318		49.03089523
317.5		47.92324448
317		46.92586517
316.5		46.07024384
316		45.34651566
315.5		44.67292023
315		44.02980042
314.5		43.33362579
314		42.50055695
313.5		41.45617676
313		40.29145432
312.5		38.9568367
312		37.53995132
311.5		36.16313171
311		34.92131424
310.5		33.76144028
310		32.74448013
309.5		31.78796768
309		30.7791481
308.5		29.6813488
308		28.45832634
307.5		27.1171875
307		25.73250198
306.5		24.39415741
306		23.15518761
305.5		22.00386429
305		20.91599083
304.5		19.82246971
304		18.57798958
303.5		17.22661781
303		15.81155968
302.5		14.35752678
302		13.00636864
301.5		11.79486847
301		10.6531229
300.5		9.540164948
300		8.395287514
299.5		7.182893753
299		5.962467194
298.5		4.813253403
298		3.771229506
297.5		2.84005475
297		2.059063435
296.5		1.409047365
296		0.887586534
295.5		0.512036562
295		0.272404224
294.5		0.129333064
294		0.056477055
293.5		0.022893324
293		0.008253436
292.5		0.002711039
292		0.000770685
291.5		0.000356528
291		0.000147916
290.5		0.000144605
290		0.000254933
289.5		0.000167213
289		0.000135231
288.5		3.56E-05
288		0.00017208
287.5		0.000239053
287		0.000128475
286.5		0.000150424
286		0.000174382
285.5		5.45E-05
285		9.60E-05
284.5		0.000297691
284		0.000115208
283.5		2.78E-05
283		0.000139002
282.5		0.000201752
282		6.60E-05
281.5		0.000206863
281		0.000106793
280.5		0.000104997
280		6.86E-05
279.5		0.000104787
279		9.28E-05
278.5		0.000158442
278		4.24E-05
277.5		7.87E-05
277		0.000209962
276.5		7.70E-05
276		2.38E-05
275.5		7.56E-05
275		0.000126627
274.5		8.63E-05
274		7.10E-05
273.5		0.000290945
273		0.000202268
272.5		0.000180338
272		0.000163159
271.5		0.000107323
271		2.16E-05
270.5		0.000150527
270		0.000247305
269.5		0.000181046
269		0.000148213
268.5		0.000129555
268		0.000157837
267.5		-8.28E-08
267		0.000125734
266.5		0.000117719
266		-4.57E-05
265.5		9.84E-05
265		9.49E-05
264.5		-4.55E-05
264		9.55E-05
263.5		-6.52E-05
263		5.46E-06
262.5		0.000173046
262		4.07E-05
261.5		5.50E-05
261		0.000128491
260.5		0.000105772
260		0.000174246
259.5		9.90E-05
259		6.17E-05
258.5		0.000106931
258		0.000241545
257.5		0.000171728
257		0.000139415
256.5		0.000187107
256		0.000118582
255.5		0.000163607
255		5.42E-05
254.5		9.09E-05
254		7.68E-05
253.5		6.43E-05
253		4.11E-05
252.5		5.29E-05
252		5.28E-05
251.5		-2.51E-05
251		3.35E-05
250.5		0.000100163
250		7.57E-05
249.5		0.000154403
249		-3.76E-05
248.5		7.73E-05
248		8.12E-05
247.5		0.000116815
247		0.000203802
246.5		0.000154165
246		0.000179606
245.5		0.000121247
245		-1.14E-05
244.5		7.43E-05
244		8.97E-05
243.5		3.55E-05
243		4.84E-05
242.5		0.000119457
242		0.000150582
241.5		0.000163739
241		9.27E-05
240.5		0.000175676
240		1.50E-05
239.5		3.54E-05
239		0.000167986
238.5		0.000156278
238		0.000109121
237.5		0.000118984
237		7.15E-05
236.5		5.63E-05
236		5.66E-05
235.5		-3.33E-05
235		0.000153667
234.5		2.94E-05
234		0.000121953
233.5		0.000174753
233		7.13E-05
232.5		0.000133644
232		0.00015249
231.5		0.000253712
231		0.000236355
230.5		0.000197522
230		0.000105564
229.5		8.72E-05
229		0.000116638
228.5		0.000116092
228		7.54E-05
227.5		7.96E-05
227		4.03E-05
226.5		8.04E-05
226		0.000114942
225.5		9.43E-05
225		7.92E-06
224.5		-7.05E-05
224		6.62E-05
223.5		6.67E-05
223		0.000114108
222.5		-2.95E-05
222		-2.10E-05
221.5		3.70E-05
221		2.01E-05
220.5		-1.50E-06
220		-4.47E-05
219.5		0.000110991
219		0.000130845
218.5		0.000192873
218		5.19E-07
217.5		8.03E-05
217		8.31E-05
216.5		0.000110567
216		6.59E-06
215.5		0.000170481
215		9.41E-05
214.5		9.64E-05
214		3.98E-05
213.5		0.000133455
213		0.000149003
212.5		0.000125785
212		7.74E-05
211.5		0.000186225
211		0.000107011
210.5		1.95E-05
210		0.000158893
209.5		-6.19E-05
209		0.000175746
208.5		2.13E-05
208		2.18E-05
207.5		-0.00015292
207		6.72E-07
206.5		0.000136704
206		0.00013358
205.5		0.000216126
205		1.09E-05
204.5		0.000215839
204		9.02E-05
203.5		0.000178409
203		1.72E-05
202.5		0.000103723
202		0.000138389
201.5		4.87E-05
201		7.44E-05
200.5		-9.65E-05
200		2.24E-05
