x,Curve1
1.859132,1.2377e-16
1.860091,1.0814e-16
1.861049,1.0245e-16
1.862008,9.576e-17
1.862967,8.951e-17
1.863925,8.366e-17
1.864884,7.82e-17
1.866801,7.3096e-17
1.868718,6.9253e-17
1.870636,6.5611e-17
1.871594,6.1327e-17
1.872553,5.7323e-17
1.873512,5.3581e-17
1.87447,5.0082e-17
1.875429,4.6812e-17
1.876387,4.3756e-17
1.877346,4.0899e-17
1.878305,3.5732e-17
1.880222,3.1643e-17
1.881181,2.9577e-17
1.883098,2.7646e-17
1.885974,2.6192e-17
1.886932,2.4482e-17
1.887891,2.2884e-17
1.889808,2.1681e-17
1.890767,2.0265e-17
1.891726,1.8942e-17
1.892684,1.7705e-17
1.89556,1.6774e-17
1.899395,1.7234e-17
1.901312,1.8438e-17
1.904188,1.9461e-17
1.905146,2.0542e-17
1.907064,2.1682e-17
1.910898,2.2276e-17
1.911857,2.3832e-17
1.913774,2.5155e-17
1.914733,2.6912e-17
1.91665,2.8792e-17
1.917608,3.0804e-17
1.919526,3.4785e-17
1.921443,3.7215e-17
1.922402,3.9815e-17
1.92336,4.2597e-17
1.925277,4.5573e-17
1.926236,4.4358e-17
1.928153,4.1462e-17
1.929112,3.6225e-17
1.930071,3.386e-17
1.931029,3.1649e-17
1.931988,2.9582e-17
1.932947,2.7651e-17
1.933905,2.5845e-17
1.934864,2.4158e-17
1.935822,2.2888e-17
1.936781,2.1393e-17
1.93774,1.9996e-17
1.938698,1.8691e-17
1.940616,1.7471e-17
1.942533,1.6552e-17
1.945409,1.6111e-17
1.947326,1.7005e-17
1.949243,1.8193e-17
1.950202,1.9464e-17
1.952119,2.0824e-17
1.953078,2.198e-17
1.954036,2.3516e-17
1.956912,2.5159e-17
1.959788,2.6199e-17
1.962664,2.7283e-17
1.966498,2.7654e-17
1.968416,2.9189e-17
1.969374,2.7283e-17
1.970333,2.5849e-17
1.97225,2.4161e-17
1.974168,2.2891e-17
1.976085,2.1396e-17
1.978002,1.9999e-17
1.978961,1.8948e-17
1.980878,1.7711e-17
1.983754,1.6779e-17
1.985671,1.5897e-17
1.987588,1.4859e-17
1.989506,1.3889e-17
1.992381,1.3159e-17
1.995257,1.2637e-17
1.998133,1.1812e-17
2.001009,1.1191e-17
2.004844,1.1497e-17
2.008678,1.1973e-17
2.013471,1.1973e-17
2.016347,1.1498e-17
2.019223,1.0747e-17
2.02114,1.0182e-17
2.023058,9.517e-18
2.024975,9.017e-18
2.025933,8.428e-18
2.026892,7.878e-18
2.028809,7.3634e-18
2.029768,6.9762e-18
2.031685,7.0711e-18
2.032644,7.565e-18
2.033602,8.094e-18
2.034561,8.659e-18
2.03552,9.264e-18
2.036478,9.911e-18
2.037437,1.1192e-17
2.038396,1.1974e-17
2.040313,1.281e-17
2.044147,1.3161e-17
2.04894,1.3162e-17
2.051816,1.247e-17
2.055651,1.1975e-17
2.059485,1.2303e-17
2.06332,1.247e-17
2.067154,1.2303e-17
2.070989,1.264e-17
2.073865,1.1975e-17
2.076741,1.1346e-17
2.079617,1.0749e-17
2.083451,1.0605e-17
2.087286,1.1044e-17
2.090161,1.1501e-17
2.093037,1.2139e-17
2.096872,1.2641e-17
2.101665,1.2139e-17
2.104541,1.1816e-17
2.108375,1.1195e-17
2.11221,1.1347e-17
2.115086,1.1977e-17
2.117962,1.214e-17
2.121796,1.1658e-17
2.126589,1.1348e-17
2.131382,1.1348e-17
2.1333,1.1978e-17
2.135217,1.2815e-17
2.136176,1.371e-17
2.137134,1.4471e-17
2.138093,1.5482e-17
2.139051,1.7721e-17
2.14001,2.0283e-17
2.140969,2.17e-17
2.141927,2.4838e-17
2.142886,2.8429e-17
2.143845,3.0415e-17
2.144803,3.254e-17
2.145762,3.4813e-17
2.147679,3.6746e-17
2.150555,3.5767e-17
2.151514,3.3432e-17
2.152472,3.1249e-17
2.153431,2.9606e-17
2.155348,2.7673e-17
2.156307,2.5866e-17
2.158224,2.4177e-17
2.159183,2.2906e-17
2.160141,2.141e-17
2.1611,2.0012e-17
2.163976,1.896e-17
2.165893,1.7722e-17
2.168769,1.6791e-17
2.171645,1.5908e-17
2.173562,1.5071e-17
2.176438,1.4087e-17
2.179314,1.3899e-17
2.181231,1.487e-17
2.183148,1.5695e-17
2.184107,1.6791e-17
2.186024,1.7965e-17
2.186983,1.922e-17
2.1889,2.0286e-17
2.190817,2.0287e-17
2.192735,1.8962e-17
2.194652,1.7965e-17
2.196569,1.702e-17
2.198486,1.5909e-17
2.201362,1.4871e-17
2.205197,1.4475e-17
2.208073,1.3713e-17
2.210949,1.2992e-17
2.212866,1.2309e-17
2.215742,1.1506e-17
2.218618,1.1049e-17
2.222452,1.061e-17
2.227245,1.0328e-17
2.230121,1.0901e-17
2.232038,1.1506e-17
2.233956,1.231e-17
2.235873,1.317e-17
2.23779,1.3901e-17
2.240666,1.4476e-17
2.245459,1.4282e-17
2.249294,1.4873e-17
2.254087,1.5281e-17
2.256963,1.4674e-17
2.25888,1.3716e-17
2.261756,1.2995e-17
2.264632,1.2479e-17
2.268466,1.3172e-17
2.270383,1.4092e-17
2.272301,1.4874e-17
2.274218,1.5914e-17
2.276135,1.6797e-17
2.279011,1.7729e-17
2.281887,1.8714e-17
2.284763,1.9753e-17
2.288597,2.057e-17
2.293391,2.0022e-17
2.296266,1.8969e-17
2.300101,1.8464e-17
2.303935,1.9489e-17
2.30777,2.0295e-17
2.311604,2.0851e-17
2.315439,2.1422e-17
2.320232,2.2009e-17
2.324067,2.1423e-17
2.326942,2.0572e-17
2.331736,1.9756e-17
2.336529,1.9756e-17
2.341322,2.0025e-17
2.345156,1.9492e-17
2.34995,1.9757e-17
2.353784,1.9757e-17
2.357619,1.8973e-17
2.362412,1.8468e-17
2.366246,1.8468e-17
2.370081,1.8974e-17
2.374874,1.9232e-17
2.379667,1.9494e-17
2.383502,1.9233e-17
2.387336,1.847e-17
2.391171,1.7978e-17
2.395964,1.7499e-17
2.400757,1.7264e-17
2.404591,1.7265e-17
2.409384,1.7265e-17
2.41226,1.7979e-17
2.416095,1.7265e-17
2.420888,1.7266e-17
2.425681,1.7034e-17
2.428557,1.6358e-17
2.432392,1.6358e-17
2.437185,1.6581e-17
2.441019,1.6807e-17
2.444854,1.6807e-17
2.448688,1.614e-17
2.452523,1.614e-17
2.456357,1.5924e-17
2.46115,1.5924e-17
2.464985,1.636e-17
2.467861,1.7037e-17
2.469778,1.8227e-17
2.472654,1.8981e-17
2.476488,1.9501e-17
2.477447,1.8475e-17
2.480323,1.8727e-17
2.483199,1.7984e-17
2.486075,1.7038e-17
2.487033,1.6142e-17
2.489909,1.6362e-17
2.492785,1.5926e-17
2.494702,1.4886e-17
2.49662,1.3914e-17
2.500454,1.3914e-17
2.504289,1.3544e-17
2.506206,1.2832e-17
2.51004,1.3006e-17
2.511958,1.3728e-17
2.513875,1.4687e-17
2.516751,1.4296e-17
