wavelength,flux
3200.21030394685,34.80977563964501
3201.2615539570475,52.77043578448802
3202.3125746076266,-51.90943192704456
3203.363125101525,56.79467911320461
3204.4140083842817,69.50731002587501
3205.4649839147924,-38.94897700810228
3206.51643063569,102.71518451489634
3207.567037387333,1.391186863986121
3208.618530202884,67.5547111270039
3209.6701306353193,57.81888543550155
3210.7216186190403,35.04055388392288
3211.7728184435823,91.51940910154106
3212.8241846500264,24.938332255555224
3213.8762100620643,-2.016210223814257
3214.9271062889425,64.39150090414502
3215.97922035439,-30.86554555238406
3217.0307761259483,-8.253885841159669
3218.082240597643,22.23381641200791
3219.1346120868857,-17.44721170912162
3220.1856280550955,89.52563377175575
3221.2381527050197,30.05599824848902
3222.289694173292,-6.577090465768932
3223.341838987122,4.814425830520424
3224.393638410995,18.077158427485067
3225.9741073030605,-17.02430961138831
3227.5508791208395,121.02905461494902
3228.6030633200207,-1.8533462705071395
3229.6547446089876,58.99767751669553
3230.7069393216443,37.51588042137442
3231.76001620333,92.64995092980902
3232.8130641174907,19.17451723601729
3233.864635741535,57.486184165306426
3234.917375143046,115.75555499507384
3235.9703307731165,25.53496073415422
3237.0225767669285,38.13215566457189
3238.0759830351435,33.554833909432986
3239.1282444721446,59.19323156958612
3240.1814218756535,67.57935807879113
3241.2340618034004,7.764929252764447
3242.286837035168,65.8599753495975
3243.3401206469694,37.185584424962485
3244.393551099554,-11.310122986028325
3245.4464253814053,108.33768202276654
3246.4992900068883,121.35170107423262
3247.55334733141,60.1758152465591
3248.6067939349473,-16.20994961469776
3249.659631915367,-59.091078388094694
3250.712647332,-4.882294435962467
3251.7660023066555,27.28373243654919
3252.8193339211134,39.46940566320606
3253.8739090156632,37.85112906959403
3254.9270667746823,24.82239587406072
3255.9805238663826,24.62733398754859
3257.0347689045348,31.644370982304537
3258.0884550039923,8.856014611140143
3259.1418627214694,51.1431418214194
3260.196110631781,21.59482494284352
3261.2494156277667,49.73728431206994
3262.3038127094574,79.7501496042405
3263.3582655884675,64.26610329301418
3264.412278064036,47.635862107456965
3265.4654172715577,41.24817889455576
3266.520010631926,18.598285743573467
3267.5751750951977,13.75962543580598
3268.628906128707,28.706850442978347
3269.6829946132716,-18.44326451613135
3271.26745254402,-15.120384215758719
3272.8470559333573,7.683666065990389
3273.9007069122863,7.707059561889044
3274.956183721146,62.2585222486015
3276.010120282865,55.15129826082628
3277.0646151399524,52.40393376685304
3278.1202532945563,5.920870386175094
3279.1748072265077,35.09316686236288
3280.2291580839014,41.00039502799528
3281.284876681211,49.46502712308508
3282.339532307373,9.154858442795089
3283.394433539339,48.449946842165346
3284.449814550769,13.966696058819753
3285.504756763932,-9.47176576104974
3286.5597053437614,62.40988166865075
3287.615173330398,12.665356104423763
3288.671445521632,54.65715799347141
3289.7257369416575,26.32966371990834
3290.780882169124,54.22132390131013
3291.8370381367436,5.011068080851645
3292.8920891207104,22.384985537972902
3293.9481218425835,66.09336757807964
3295.0036605776695,-9.637498312609251
3296.05849636728,6.905849347495273
3297.115086298499,11.467222844221753
3298.170538927842,6.762285137995683
3299.2263100968253,64.6317340237938
3300.282044622418,0.8827783652964706
3301.338396554486,11.523361412831932
3302.3940921614485,-4.811510598010765
3303.4502111808506,14.697490478503017
3304.505771686701,-26.929347261867147
3305.5626744625765,50.53991678280133
3306.6185520994404,52.79416353719343
3307.6746911649925,39.58395169011232
3308.730852573325,18.058067997269966
3309.7874751508957,1.4468717850101174
3310.8436627923306,8.57498314381621
3311.900171337235,-17.813394320840594
3312.956732424089,22.940451255365815
3314.0129859512963,16.223859869809992
3315.069006381963,32.14932374180984
3316.1269162144076,47.76776665510929
3317.183082097676,36.35216048797431
3318.2394364809006,40.59628576310901
3319.296792565673,18.878965143377652
3320.3531474748997,45.241444609340824
3321.9415029452502,44.08022359853251
3323.524287920839,26.982791743359343
3324.5815528159733,43.66343528852903
3325.638448683993,9.821981833575524
3326.69567610467,47.15911532918413
3327.7523590046812,11.490596883655279
3328.8101013391565,47.29275662006279
3329.867376990367,8.688478030788694
3330.9253060226206,26.142090882655165
3331.9817957988516,25.72492176929209
3333.0393195175084,59.86591691271836
3334.096875596672,59.849453079075495
3335.154025527023,56.51277612223638
3336.211930195087,18.981689332723242
3337.27006377004,58.42578381228382
3338.3274838028974,12.498699511931605
3339.3854916023265,38.64054271093123
3340.4424601657392,24.994368818538035
3341.501465478662,44.726183098701874
3342.5588151295487,19.22708806161738
3343.6162689535518,16.71100104132404
3344.6751418726135,38.75042491046312
3345.7322174380856,7.655205666050823
3346.790892296157,42.43517488413249
3347.848978786826,45.21168122867422
3348.9073457471327,111.92402301324198
3349.965573612551,3.757241345861937
3351.024254398976,2.0973112001592886
3352.0819172557863,37.11850486941981
3353.1402212480616,36.68793475177436
3354.198928535917,41.43291695337923
3355.257275671754,57.81380549732509
3356.315228918124,28.848477334786043
3357.3756021057484,4.364691468574041
3358.43331350159,22.0970999628738
3359.4917639178925,22.061425974067827
3360.550572458477,56.02403649165277
3361.6095528930973,64.42741520223178
3362.6684074025347,65.46166949986277
3363.727287662584,26.496201385439235
3364.7857015887685,28.268905533110523
3365.8447140035323,40.93645839162928
3366.9043522584234,44.735593628940286
3367.96359336948,37.033433427742985
3369.021747940246,52.79479939991154
3370.0818017704532,57.03690281360454
3371.1407068083045,16.061380764139695
3372.2003767546216,78.69354081643105
3373.259562566647,52.24452455738381
3374.3189082957756,73.76760812715808
