wavelength,flux
3200.4326866708343,64.97127864872037
3201.484029782549,106.99730826138388
3202.5354346620707,48.14038002520169
3203.586871606158,89.98959794388733
3204.6383748079215,23.719590914933498
3205.689955927503,71.22460882838175
3206.741444232587,76.92571322974521
3207.7932583329934,92.5054580597578
3208.844962008582,33.9905166271802
3209.8967384809102,65.49778488598771
3210.9485946202626,85.806165612264
3212.0005911745347,88.48362279213283
3213.0525173869664,46.89946206628055
3214.104521541546,27.10061371900704
3215.1561148955557,84.83117810149498
3216.208801414761,107.72871652162377
3217.26094632531,91.32058495471023
3218.3130645625524,42.63172244127228
3219.364842759944,76.21986465818678
3220.4178313707284,50.811210233535924
3221.9993658222825,60.14156617049236
3223.5752590895654,98.03301834454777
3224.627831046936,62.571950946025495
3225.680468682372,85.63713121009027
3226.7331696314623,85.3227404157959
3227.7859379786787,32.49240558222173
3228.838732598988,82.95970411625164
3229.891595769945,91.59617888920981
3230.9445066257567,42.60544247156729
3231.9974805108895,90.73691191047148
3233.050527013957,59.4957689587397
3234.1029482468775,54.2466263103315
3235.1567425973253,124.6407550845246
3236.2099516065086,64.73046198366215
3237.263198392037,135.34747064338993
3238.316522415755,99.25287088617758
3239.369884370881,84.43412982194951
3240.4233206941335,108.2204269282132
3241.4767671428394,65.91910263097309
3242.530522054269,107.2144781254064
3243.5839121009344,44.02027557745939
3244.6375494765507,82.82146647795207
3245.6908435701343,65.60741027359921
3246.744997063766,85.76944387981472
3247.798081373067,76.17992676762452
3248.852516029965,123.60659307591493
3249.9065913495274,78.09529278953576
3250.9601622740374,85.79330282500861
3252.0145942635445,61.32520811099629
3253.0686708079274,62.10558868091271
3254.1228086584847,91.91980873383051
3255.177001269833,68.53329803464486
3256.231262993169,44.0800725840512
3257.284867374163,72.21636473575849
3258.339909916208,119.9393197909497
3259.3943321130137,158.91048684927588
3260.4488221222973,55.373693222833445
3261.50332831118,63.532889894282285
3262.5583957536805,67.97420165006412
3263.6125447246814,78.60000819797943
3264.667240589445,50.73857219000089
3265.721976895082,51.41171408877679
3267.3064064943633,44.88908269530028
3268.8864107080863,78.10885643012125
3269.941657733597,69.25827040879103
3270.9965047583437,61.34247539968982
3272.0515426930665,85.48797829622362
3273.1066787741856,107.38762809363692
3274.1618398212354,71.05184257358111
3275.217103783467,82.5493399107015
3276.272350246746,87.07992197539635
3277.3277120360253,74.87779049314886
3278.3830871836667,40.287446469510336
3279.4385465039404,67.09485677156142
3280.4940221402194,67.42277796134194
3281.549592377581,108.95363898406784
3282.605197984519,54.327918458851336
3283.6608569032846,103.34777808891273
3284.7165781213967,48.60955380186523
3285.772343231005,80.5402030199129
3286.828172274703,59.96835393538121
3287.884046550991,66.30564218178702
3288.939975672569,74.577002708606
3289.99596185593,41.18053033218419
3291.051991592036,64.7836189309979
3292.1080938080236,49.24457307056405
3293.164229526375,123.14225259215577
3294.2204362114003,47.42632406108145
3295.2766754543422,41.02430572742314
3296.3329901230795,80.8392893381578
3297.3898683030457,64.18380508781958
3298.4457525257585,89.8545293941174
3299.50221565991,81.04214975656112
3300.558338424151,55.82864688493117
3301.615509529967,101.44143679577263
3302.6719264021426,73.10033793774119
3303.7285799105307,83.1346933626453
3304.7853329043105,68.87898536577153
3305.8420780826204,44.476710121255536
3306.8989354032365,79.67792992409727
3307.9557988386086,63.0471005336368
3309.01275209652,116.94377219157877
3310.069960001539,80.20422462112441
3311.1268140565085,64.97828922614903
3312.183887778504,45.82456971563877
3313.2410452334266,88.87802140718708
3314.2982306998742,30.58152024984179
3315.35549954933,83.09320113034521
3316.412799593312,76.86603540772727
3317.46934599838,85.34219733616987
3319.058124312995,93.06458771305546
3320.642550167109,70.21335415237718
3321.700125901922,84.63809576678737
3322.757743174861,72.50548361872838
3323.815417195146,82.88873725914014
3324.8731460519293,51.51503272594685
3325.9309293005,46.944663340973804
3326.9887462666597,104.54003649047498
3328.046501465852,76.26074111313909
3329.1041645050354,51.47102128601618
3330.162563055745,73.60125684561324
3331.2205762497306,71.93835639384068
3332.2786741694727,90.16653222539442
3333.336411155505,50.9992586286633
3334.395014119131,31.0354710197834
3335.4532490834463,71.61858177551115
3336.511549675774,86.56104383890556
3337.5698840869845,65.20213868611131
3338.6282840832514,109.35656802865631
3339.686737153848,96.2384108422999
3340.745245080035,58.018576884342345
3341.803792858764,74.01098515474634
3342.862401906198,100.51886338324992
3343.9210531817835,105.42730273358717
3344.9797693995874,99.34104179434563
3346.0385121191794,72.46548462393575
3347.097336206863,84.46194558990457
3348.1561942426933,73.29401080933445
3349.2151172018143,69.68023004723986
3350.2740699434653,71.63022888105039
3351.333085063236,89.93551439717385
3352.3921436390237,101.9143127772685
3353.4508583719316,57.09415209080181
3354.5104423662474,51.54972555753127
3355.5696610431805,70.70269655277666
3356.6289267289503,93.73538630295282
3357.6882461007413,134.03089940963739
3358.747612484428,90.36553430390657
3359.806995994378,100.92786854820491
3360.866502583263,44.76141310596657
3361.9260130441494,100.89960269750314
3362.9855969814203,83.12197806626078
3364.0452965592012,99.78857961238582
3365.104897567862,126.82552248647072
3366.1646104317624,105.81723985539861
3367.224397045899,95.93598376111619
3368.2841816471287,72.53851016514201
3369.344093994735,79.84196145108463
3370.4040138502487,69.54726733125075
3371.4640042283854,73.08994679457587
3372.5240185506964,81.03829633323637
3373.5840965075117,78.71940688901879
3374.64421388254,66.61805727033497
3375.704404529117,94.35554577003522
3376.764633383183,42.34439290196562
3378.357594601507,85.96466220741752
3379.945622468957,67.97978425143738
3381.0060216346346,26.511373216744232
3382.06650423429,120.37920955925459
3383.127042344347,83.72139323304279
3384.187607725669,71.58415774352451
3385.2488887381355,54.75186077918832
3386.3089156617984,66.86599644206925
3387.3705895120074,114.16446120962377
3388.430415371642,107.35653387081523
3389.4911053313867,102.18485160096301
3390.5521869343493,78.55454711990656
3391.613017221322,145.43617780087988
3392.6740193360747,57.44125840320537
3393.735015742522,74.88949360641178
3394.7961350943706,100.75192801220543
3395.8572221731465,106.95511319658846
3396.9183997325476,85.12126834113079
3397.979638387644,34.084165613182584
3399.04101413448,60.68461251561176
3400.1021993011373,65.05201585426339
3401.163563103554,74.47745836288944
3402.2249699481363,105.26702908259786
3403.28643854691,82.43093733312068
3404.347105447472,84.32353945551645
3405.410203407459,56.098102709308016
3406.471120066512,68.34021102158967
3407.532786752035,105.40205186670288
3408.5944928286526,55.96786705046189
3409.6562556432395,85.70768997996137
3410.718058965697,78.95857529078462
3411.7799101714572,98.39800142083497
3412.8417987769294,94.37660801210122
3413.903751748294,98.40766391384813
3414.96576011071,69.7847566389443
3416.0278056662873,76.303234490467
3417.0899022165904,76.09457943269769
3418.152046531785,105.19093498193293
3419.214955879839,95.68936360360875
3420.2764859763747,130.32029405682098
3421.338773356753,98.50363552713473
3422.4010952519075,133.51888772711263
3423.4633602064227,130.34277261120184
3424.525928076821,84.99278058242977
3425.588414018212,108.1234271499718
3426.6509662893536,105.38526964905594
3427.7135295707585,130.5328157390736
3428.7761335028226,114.27921189793766
3429.8388294246706,107.579553208523
3430.9015352812207,97.2211132222423
3431.964318383556,101.27036236684643
3433.0271253516958,78.31052855727557
3434.089994904762,131.54990930591345
3435.152900508566,95.21307762087608
3436.2159732561577,112.09089507891342
3437.279175813898,67.72231878243353
3438.341921775552,111.35424201654043
3439.404899042142,89.29311457587019
3440.4681658246177,105.9421238679888
3441.5313819266044,122.48339869854844
3442.594595774523,148.42554665548982
3443.657914791496,117.50641118007715
3444.72123321671,107.06477664426622
3445.7846477153553,101.34208240556934
3446.848070398192,83.61014670940189
3448.445950634052,117.95451308475144
3450.0389948532534,109.64827524657814
3451.1022861905262,117.19491854906713
3452.1659741444996,81.64643069964252
3453.22967133916,92.02573816798584
3454.293449695661,121.1729653940607
3455.357114885326,47.513581463693775
3456.4211069248954,123.66437480048518
3457.4850092607694,137.04436232148143
3458.548975963945,84.19577851481237
3459.6129586077195,104.28301753957622
3460.6770448417847,118.06385357492674
3461.741099361042,118.12151191527495
3462.8052309311606,160.78086680508824
3463.869421248331,118.27974956353988
3464.933651257072,110.72591000354409
3465.997919566657,122.26237617373594
3467.062251895111,128.39480687146403
3468.126613133569,129.15662675099134
3469.190991555456,125.42074179572104
3470.256327344216,127.03191073005313
3471.320005741443,130.44256287633598
3472.384560116322,133.51017052225492
3473.449157999939,128.25319469944114
3474.513808219291,150.60263294901284
3475.5785033011707,147.0819666204883
3476.6432698204912,130.97936282921253
3477.708009950769,151.20076820939693
3478.7728523369115,114.76356639373431
3479.837723861909,132.80007010022632
3480.903038323773,143.86008537234503
3481.967621076433,125.31212205219046
3483.032640565283,141.16243681619005
3484.097696230432,116.63918685555217
3485.162805664292,147.15103590778344
3486.227961032491,104.53323793453468
3487.2931513940034,132.9050760102974
3488.358397343364,166.35708328613737
3489.423677800625,144.94594211621106
3490.489018027149,132.65574081472494
3491.554396361042,119.73041343320297
3492.6198182667713,119.63985958251223
3493.685276355547,144.63433372379885
3494.750807012535,153.80733969007107
3495.816357603118,125.6415482950246
3496.881969943905,136.55494015900348
3497.9476184110626,160.51771268992118
3499.013324272302,106.12071542346416
3500.0790479586753,99.1153519207484
3501.144847081667,119.79008492866626
3502.2106770108326,90.6073104347093
3503.2769978521833,166.9359586824111
3504.342480097495,116.22003376329486
3505.408441761979,109.21240714955577
3506.473454112481,120.53763412406659
3507.5405033613565,125.00219472022376
3508.606607701092,110.32918507126608
3509.672748742394,114.46720802697095
3510.7389389830705,137.905790378373
3511.805157725693,148.15099496992954
3512.8714396623086,131.3956712029632
3513.9377683116104,117.8623729198398
3515.0041511698896,129.63705914596244
3516.071432850849,88.84417621137116
3517.1370018675625,136.460870990983
3518.20350390045,118.73185337778848
3519.270045429262,147.37941078575332
3520.3366394868644,149.47397437343915
3521.4032727031213,119.72377876578008
3522.469970047753,107.00797361940214
3523.5362191634363,103.47951538088519
3524.603432220858,156.27924058677596
3525.671190724591,148.972146712752
3526.737094098847,131.66296060751623
3527.8041405076096,146.93539758183022
3528.8698431757,136.7908981687029
3529.9379215000927,131.59859433298232
3531.0049569406397,137.65707428042617
3532.0720233190104,153.56404414221402
3533.1391648395725,127.14450065130758
3534.2063004258503,113.68502805149735
3535.2735204477485,121.3547223573747
3536.3407528236667,120.82874121104432
3537.944046911903,149.31716586899628
3539.542771935402,156.33749428785805
3540.61017892812,126.52473301740754
3541.6772180649364,135.01896601129903
3542.7451626952834,106.72410664753646
3543.8127164115795,127.69996887425206
3544.8803499759824,153.97013092062465
3545.947956438815,151.44655233389784
3547.0160603390536,142.94633476439668
3548.0833587112693,148.47058595188503
3549.1511234273457,132.10099519643435
3550.2189846607575,128.04516872694083
3551.286782250139,127.14869068923794
3552.3546882431424,166.01866138855448
3553.4226699166397,129.970152654267
3554.4906194941195,144.22622435932132
3555.558635072101,128.54660556908738
3556.6267085551303,131.1951301383754
3557.694825634274,121.41991516029292
3558.7629712368,144.8508899705746
3559.8311707488606,156.85684386338792
3560.899420280545,128.40411784058492
3561.9676983620525,133.20604653935993
3563.0360203981445,155.59039129524734
3564.1045546560263,140.67131156441081
3565.1727959616123,157.20010343012288
3566.2412574531177,144.76253699151226
3567.3097539038763,111.76868029467703
3568.3781389755363,155.5965836214549
3569.446810352435,185.51657349412264
